"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBathrooms","Remod","Age"
"744","split/multi level","RL",70,12886,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","SLvl",5,6,1963,1999,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,3,3,5,444,1,0,76,"GasA",5,1,"SBrkr",1464,0,0,1464,0,1,2,0,3,1,3,6,5,1,3,"Attchd",2,2,3,3,2,302,0,0,0,100,0,0,"None","None",0,"10","2009","WD","Normal",12.0725412529057,2.5,1,-1995
"745","1 story PUD 1946+","RL",41,5395,1,"None",2,"HLS","Inside",2,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","None",0,4,3,"PConc",4,3,1,6,733,1,0,604,"GasA",4,1,"SBrkr",1337,0,0,1337,1,0,2,0,2,1,4,5,7,1,3,"Attchd",2,2,3,3,2,96,0,70,168,0,0,0,"None","None",0,"10","2008","WD","Normal",12.1007121298723,3,0,-1990
"746","2 story 1946+","RL",66,8963,1,"None",2,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","2Story",8,9,1976,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",289,5,4,"CBlock",3,4,1,6,575,5,80,487,"GasA",5,1,"SBrkr",1175,1540,0,2715,0,1,3,1,4,1,4,11,7,2,3,"BuiltIn",3,2,3,3,2,0,204,0,0,0,0,0,"None","None",0,"7","2008","WD","Normal",12.6108708646506,4,1,-1993
"747","2 story 1946+","RL",66,8795,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,300,1,0,652,"GasA",5,1,"SBrkr",980,1276,0,2256,0,0,2,1,4,1,4,8,7,1,3,"BuiltIn",3,2,3,3,2,224,54,0,0,0,0,0,"None","None",0,"4","2009","WD","Normal",12.3715870840077,2.5,0,-1996
"748","2 story 1945-","RM",65,11700,1,"Pave",2,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",7,7,1880,2003,"Mansard","CompShg","Stucco","Stucco","None",0,4,3,"Stone",3,2,1,1,0,1,0,1240,"GasW",3,0,"SBrkr",1320,1320,0,2640,0,0,1,1,4,1,4,8,7,1,4,"Detchd",1,4,3,3,0,181,0,386,0,0,0,0,"None","None",0,"5","2009","WD","Normal",12.4911726372789,1.5,1,-1999
"749","1 story 1946+","RL",59,10593,1,"None",2,"Lvl","Inside",2,"NoRidge","Norm","Norm","1Fam","1Story",7,5,1996,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",338,4,3,"PConc",4,3,1,6,919,1,0,801,"GasA",5,1,"SBrkr",1720,0,0,1720,1,0,2,0,3,1,4,7,7,1,3,"Attchd",3,2,3,3,2,240,56,154,0,0,0,0,"None","None",0,"3","2010","WD","Normal",12.4699741893166,3,0,-1991
"750","1,5 story fin","RL",50,8405,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",4,3,1945,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,3,3,"Slab",0,0,0,0,0,0,0,0,"Wall",3,0,"FuseF",1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,0,"Detchd",1,1,3,3,0,92,0,185,0,0,0,0,"None","None",0,"4","2009","WD","Normal",11.4927227576527,2,1,-1946
"751","1,5 story fin","RM",55,8800,1,"Grvl",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","1.5Fin",4,7,1910,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,2,1,1,0,1,0,576,"GasA",4,1,"SBrkr",792,348,0,1140,0,0,1,0,3,1,3,7,5,0,0,"None",0,0,0,0,0,0,160,0,0,0,0,0,"None","None",0,"6","2010","WD","Normal",11.4772982873271,1,1,-1999
"752","2 story 1946+","RL",66,7750,1,"None",3,"Lvl","Inside",2,"Gilbert","RRAn","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,660,"GasA",5,1,"SBrkr",660,660,0,1320,0,0,2,1,3,1,4,6,7,0,0,"Attchd",3,2,3,3,2,0,48,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",11.9953516142145,2.5,0,-2001
"753","1 story 1946+","RL",79,9236,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"PConc",4,3,4,6,1200,1,0,279,"GasA",5,1,"SBrkr",1494,0,0,1494,1,0,2,0,3,1,4,6,7,0,0,"Attchd",2,2,3,3,2,168,27,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",12.2876526325226,3,0,-1996
"754","2 story 1946+","RL",80,10240,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",178,4,3,"PConc",4,3,2,1,0,1,0,1030,"GasA",4,1,"SBrkr",1038,1060,0,2098,0,0,2,1,3,1,5,8,7,1,4,"Attchd",2,3,3,3,2,192,52,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",12.5263429075751,2.5,0,-2004
"755","1 story 1946+","RL",61,7930,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,8,1969,2005,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,1,6,439,2,472,115,"GasA",4,1,"SBrkr",1026,0,0,1026,1,0,1,0,3,1,4,5,7,0,0,"Detchd",2,2,3,3,2,171,48,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",11.9576112862317,2,1,-2001
"756","2 story PUD 1946+","FV",34,3230,1,"Pave",3,"Lvl","Inside",2,"Somerst","Norm","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",894,3,3,"PConc",4,3,1,6,381,1,0,348,"GasA",4,1,"SBrkr",742,729,0,1471,0,0,2,1,3,1,3,6,7,0,0,"Detchd",1,2,3,3,2,0,24,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",12.0581525154536,2.5,0,-1995
"757","2 story 1946+","RL",68,10769,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,6,20,1,0,846,"GasA",5,1,"SBrkr",866,902,0,1768,0,0,2,1,3,1,4,7,7,0,0,"Attchd",2,2,3,3,2,144,105,0,0,0,0,0,"None","None",0,"4","2009","WD","Normal",12.2643415536542,2.5,0,-2003
"759","2 story PUD 1946+","FV",24,2280,1,"Pave",3,"Lvl","Inside",2,"Somerst","Norm","Norm","Twnhs","2Story",7,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",360,3,3,"PConc",4,3,1,5,549,1,0,195,"GasA",4,1,"SBrkr",757,744,0,1501,0,0,2,1,3,1,3,6,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"8","2008","WD","Normal",12.0973732286068,2.5,0,-1996
"760","2 story 1946+","RL",65,12257,1,"None",2,"Lvl","Inside",2,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",513,4,3,"PConc",4,3,3,2,56,5,64,1198,"GasA",5,1,"SBrkr",1328,1203,0,2531,0,0,2,1,4,1,4,9,7,1,3,"Attchd",2,3,3,3,2,222,98,0,0,0,0,0,"None","None",0,"11","2007","WD","Normal",12.5776362019627,2.5,0,-1993
"761","1 story 1946+","RL",70,9100,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,3,612,1,0,252,"GasA",5,1,"SBrkr",864,0,0,864,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1,1,5,5,2,0,0,0,0,0,0,0,"None","Shed",450,"10","2009","WD","Normal",11.7558716435806,1,0,-1955
"762","1 story 1945-","RM",60,6911,1,"None",3,"Lvl","FR2",2,"BrkSide","Feedr","Norm","1Fam","1Story",5,5,1924,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,3,2,2,405,1,0,740,"GasA",3,1,"SBrkr",1301,0,0,1301,0,0,1,0,2,1,2,5,6,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"10","2009","WD","Normal",11.5129254649702,1,1,-1946
"763","2 story 1946+","FV",72,8640,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,2,6,24,1,0,732,"GasA",5,1,"SBrkr",764,783,0,1547,0,0,2,1,3,1,4,7,7,0,0,"Attchd",1,2,3,3,2,169,45,0,0,0,0,0,"None","None",0,"6","2010","Con","Normal",12.2793231072698,2.5,0,-2004
"764","2 story 1946+","RL",82,9430,1,"None",3,"Lvl","Inside",2,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",673,4,3,"PConc",4,3,2,6,1163,1,0,89,"GasA",5,1,"SBrkr",1268,1097,0,2365,1,0,2,1,3,1,4,8,7,1,4,"Attchd",2,3,3,3,2,0,128,0,0,180,0,0,"None","None",0,"7","2009","WD","Normal",12.7278382093345,3.5,0,-1995
"765","1 story PUD 1946+","RL",30,9549,1,"None",2,"Lvl","CulDSac",2,"Veenker","Norm","Norm","TwnhsE","1Story",8,5,1995,1996,"Hip","CompShg","BrkFace","BrkFace","None",0,4,4,"PConc",4,4,3,2,437,6,1057,0,"GasA",5,1,"SBrkr",1494,0,0,1494,1,0,1,1,2,1,5,6,7,1,4,"Attchd",3,2,3,3,2,0,30,0,0,216,0,0,"None","None",0,"4","2006","WD","Normal",12.5061772379805,2.5,1,-1995
"768","1,5 story fin","RL",75,12508,1,"None",2,"Lvl","Inside",2,"Mitchel","Norm","Norm","1Fam","1.5Fin",6,7,1940,1985,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",4,3,2,5,660,1,0,323,"GasA",5,1,"SBrkr",983,767,0,1750,1,0,2,0,4,1,3,7,4,0,0,"Attchd",1,1,3,3,2,245,0,156,0,0,0,0,"None","Shed",1300,"7","2008","WD","Normal",11.982929094216,3,1,-1982
"769","1 story 1946+","RL",70,9100,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,24,1,0,1836,"GasA",5,1,"SBrkr",1836,0,0,1836,0,0,2,0,3,1,4,8,7,1,4,"Attchd",3,2,3,3,2,120,33,0,0,0,0,0,"None","None",0,"10","2006","WD","Normal",12.2869011981928,2,1,-2004
"771","split foyer","RL",66,7252,1,"None",2,"Lvl","CulDSac",2,"Sawyer","Norm","Norm","1Fam","SFoyer",5,5,1982,1982,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",4,3,3,6,685,1,0,173,"GasA",3,1,"SBrkr",858,0,0,858,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1,2,3,3,2,120,0,0,0,0,0,0,"None","None",0,"4","2009","WD","Normal",11.8122890421958,2,0,-1978
"773","split/multi level","RL",94,7819,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,3,5,422,4,127,480,"GasA",3,1,"SBrkr",1117,0,0,1117,1,0,1,0,3,1,3,6,7,1,3,"Detchd",1,2,3,3,2,144,0,0,0,0,0,0,"MnPrv","None",0,"3","2010","WD","Abnorml",11.580584113444,2,0,-1971
"774","1 story 1946+","RL",70,10150,1,"None",3,"Lvl","Inside",2,"NAmes","Feedr","Norm","1Fam","1Story",5,5,1958,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",1,3,3,"CBlock",3,3,1,3,456,1,0,456,"GasA",5,1,"FuseA",912,0,0,912,0,0,1,0,2,1,3,5,7,0,0,"Attchd",2,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7","2007","COD","Normal",11.6483301019764,1,0,-1956
"775","1 story 1946+","RL",110,14226,1,"None",3,"Lvl","Corner",2,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",375,4,3,"PConc",4,3,3,1,0,1,0,1935,"GasA",4,1,"SBrkr",1973,0,0,1973,0,0,2,0,3,1,4,9,7,1,4,"Attchd",3,3,3,3,2,315,45,0,0,0,0,0,"None","None",0,"7","2007","New","Partial",12.8866410438833,2,0,-2004
"777","1 story 1946+","RL",86,11210,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",240,4,3,"PConc",4,3,3,6,20,1,0,1594,"GasA",5,1,"SBrkr",1614,0,0,1614,0,0,2,0,3,1,4,7,7,0,0,"Attchd",2,3,3,3,2,144,59,0,0,0,0,0,"None","None",0,"7","2006","New","Partial",12.3081778684673,2,1,-2005
"778","1 story 1946+","RL",100,13350,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1974,1974,"Hip","CompShg","HdBoard","Plywood","None",0,3,3,"CBlock",3,3,1,5,762,1,0,102,"GasA",3,1,"SBrkr",894,0,0,894,1,0,1,0,3,1,3,5,7,1,2,"Attchd",1,2,3,3,2,241,0,0,0,0,0,0,"MnPrv","None",0,"6","2006","WD","Normal",11.8670972786908,2,0,-1973
"781","1 story 1946+","RL",63,7875,1,"None",3,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","1Story",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",38,3,3,"PConc",4,4,1,1,0,1,0,1237,"GasA",4,1,"SBrkr",1253,0,0,1253,0,0,2,0,3,1,3,6,7,1,3,"Attchd",3,2,3,3,2,220,21,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",12.0782392740203,2,1,-1994
"782","2 story 1946+","RL",65,7153,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,4,4,"PConc",4,3,1,5,387,1,0,374,"GasA",5,1,"SBrkr",810,793,0,1603,0,0,2,1,3,1,4,7,7,0,0,"Attchd",2,2,3,3,2,0,124,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",12.0776709307256,2.5,0,-1991
"784","split foyer","RL",66,9101,1,"None",2,"Lvl","Corner",2,"Mitchel","Norm","Norm","1Fam","SFoyer",5,6,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",104,3,4,"PConc",4,3,3,6,1097,1,0,0,"GasA",5,1,"SBrkr",1110,0,0,1110,1,0,1,0,1,1,4,4,7,1,3,"Attchd",3,2,3,3,2,303,30,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",12.0167264737993,2,0,-1974
"785","2,5 story all ages","RM",35,6300,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2.5Unf",6,6,1914,2001,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,3,3,"CBlock",3,3,1,1,0,1,0,742,"GasA",5,1,"SBrkr",742,742,0,1484,0,0,2,0,3,1,3,9,7,1,4,"None",0,0,0,0,2,0,291,134,0,0,0,0,"None","None",0,"6","2008","WD","Normal",11.7597855429018,2,1,-1998
"786","1 story 1946+","RL",75,9790,1,"None",3,"Lvl","Inside",2,"NWAmes","Feedr","Norm","1Fam","1Story",6,5,1967,1967,"Gable","CompShg","BrkFace","Wd Sdng","None",0,3,3,"CBlock",3,3,1,3,251,2,630,491,"GasA",3,1,"SBrkr",1342,0,0,1342,0,0,2,0,3,1,3,7,7,1,4,"Attchd",1,2,3,3,2,0,0,0,0,197,0,0,"None","None",0,"9","2009","WD","Normal",11.9922604216448,2,0,-1963
"787","1,5 story fin","RM",60,10800,1,"None",3,"Lvl","Inside",2,"OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"PConc",2,3,1,2,686,1,0,0,"GasA",3,1,"SBrkr",966,686,0,1652,1,0,2,0,4,1,3,7,7,0,0,"Detchd",1,1,3,3,2,0,0,196,0,0,0,0,"None","Shed",1200,"6","2010","WD","Normal",11.8422292121128,3,1,-1945
"788","2 story 1946+","RL",76,10142,1,"None",2,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,656,1,0,300,"GasA",5,1,"SBrkr",956,1128,0,2084,1,0,2,1,4,1,4,8,7,0,0,"BuiltIn",2,2,3,3,2,0,45,0,0,0,0,0,"None","None",0,"1","2010","WD","Normal",12.3587937325478,3.5,0,-1999
"789","1 story 1946+","RM",50,6000,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","1Story",4,7,1954,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,1,0,1,0,901,"GasA",5,1,"SBrkr",901,0,0,901,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,"8","2008","WD","Normal",11.5889601512462,1,1,-1997
"790","2 story 1946+","RL",84,12205,1,"None",2,"Low","Inside",2,"ClearCr","Norm","Norm","1Fam","2Story",6,8,1966,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,3,3,"CBlock",3,2,4,2,568,1,0,264,"GasA",4,1,"SBrkr",976,1111,0,2087,0,0,2,1,5,1,4,9,7,0,0,"Attchd",3,2,3,3,2,133,168,0,0,0,0,0,"None","None",0,"7","2007","WD","Normal",12.1415341243926,2.5,1,-2005
"791","1 story PUD 1946+","RL",43,3182,1,"None",3,"Lvl","Inside",2,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",11,4,3,"PConc",4,3,1,6,16,1,0,1129,"GasA",5,1,"SBrkr",1145,0,0,1145,0,0,2,0,2,1,4,5,7,1,4,"Attchd",3,2,3,3,2,100,16,0,0,0,0,0,"None","None",0,"9","2009","WD","Normal",11.9841783136164,2,1,-2002
"792","split/multi level","RL",98,11333,1,"None",2,"Lvl","Corner",2,"Mitchel","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,3,5,539,1,0,490,"GasA",3,1,"SBrkr",1062,0,0,1062,1,0,1,0,3,1,3,5,7,2,3,"Attchd",2,2,3,3,2,120,0,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal",11.8968263951626,2,0,-1974
"793","2 story 1946+","RL",92,9920,1,"None",2,"Lvl","CulDSac",2,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,4,3,"PConc",4,3,3,6,862,1,0,255,"GasA",5,1,"SBrkr",1127,886,0,2013,1,0,2,1,3,1,3,8,7,1,3,"Attchd",1,2,3,3,2,180,130,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",12.5053991575767,3.5,1,-1995
"794","1 story 1946+","RL",76,9158,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",140,4,3,"PConc",4,3,3,1,0,1,0,1496,"GasA",5,1,"SBrkr",1496,0,0,1496,0,0,2,0,3,1,4,7,7,0,0,"Attchd",3,2,3,3,2,168,130,0,0,0,0,0,"None","None",0,"6","2007","New","Partial",12.3238556811866,2,0,-2005
"795","2 story 1946+","RL",75,10832,1,"None",2,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1994,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,712,"GasA",5,1,"SBrkr",1086,809,0,1895,0,0,2,1,3,1,4,7,7,1,3,"Attchd",3,2,3,3,2,143,46,0,0,0,0,0,"None","Shed",500,"10","2008","WD","Normal",12.1781874420406,2.5,1,-1993
"797","1 story 1946+","RL",71,8197,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",148,3,3,"CBlock",3,3,1,1,0,1,0,660,"GasA",5,1,"SBrkr",1285,0,0,1285,0,0,1,1,3,1,3,7,7,1,3,"Attchd",2,2,3,3,2,138,0,0,0,0,0,0,"MnPrv","None",0,"4","2007","WD","Normal",11.8740903141818,1.5,0,-1975
"798","1 story 1946+","RL",57,7677,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1953,1953,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,4,570,1,0,203,"GasA",4,1,"SBrkr",773,0,0,773,0,0,1,0,2,1,3,4,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4","2008","WD","Abnorml",11.6082356447746,1,0,-1950
"799","2 story 1946+","RL",104,13518,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",860,5,3,"PConc",5,3,1,1,0,1,0,1926,"GasA",5,1,"SBrkr",1966,1174,0,3140,0,0,3,1,4,1,5,11,7,2,4,"BuiltIn",3,3,3,3,2,144,78,0,0,0,0,0,"None","None",0,"7","2009","New","Partial",13.0919041699196,3.5,1,-2005
"800","1,5 story fin","RL",60,7200,1,"None",3,"Lvl","Corner",2,"SWISU","Feedr","Norm","1Fam","1.5Fin",5,7,1937,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",252,3,3,"BrkTil",4,3,1,5,569,1,0,162,"GasA",5,1,"SBrkr",981,787,0,1768,1,0,1,1,3,1,4,7,7,2,3,"Detchd",1,1,3,3,2,0,0,264,0,0,0,0,"MnPrv","None",0,"6","2007","WD","Normal",12.0725412529057,2.5,1,-1948
"803","2 story 1946+","RL",63,8199,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","WdShing","Wd Shng","None",0,4,3,"PConc",4,3,3,6,648,1,0,80,"GasA",5,1,"SBrkr",728,728,0,1456,1,0,2,1,3,1,4,7,7,1,4,"Attchd",3,2,3,3,2,36,18,0,0,0,0,0,"None","None",0,"10","2008","WD","Normal",12.1495022940418,3.5,0,-2002
"804","2 story 1946+","RL",107,13891,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",424,5,3,"PConc",5,3,4,1,0,1,0,1734,"GasA",5,1,"SBrkr",1734,1088,0,2822,0,0,3,1,4,1,5,12,7,1,4,"BuiltIn",2,3,3,3,2,52,170,0,0,192,0,0,"None","None",0,"1","2009","New","Partial",13.2758275359155,3.5,1,-2005
"807","split/multi level","RL",75,9750,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SLvl",5,5,1967,1967,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,3,5,400,3,480,100,"GasA",4,1,"SBrkr",980,0,0,980,0,0,2,0,3,1,3,6,7,0,0,"Attchd",3,1,3,3,2,68,0,0,0,0,0,0,"None","None",0,"10","2006","WD","Normal",11.8167269193019,2,0,-1966
"808","2 story 1945-","RL",144,21384,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","2Story",5,6,1923,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,4,6,1309,1,0,15,"GasA",5,1,"SBrkr",1072,504,0,1576,2,0,1,1,3,1,4,6,7,1,3,"Attchd",2,2,3,3,2,0,312,0,0,0,0,0,"None","None",0,"5","2009","WD","Normal",12.3171666930358,3.5,1,-2000
"810","2,5 story all ages","RM",90,8100,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2.5Unf",5,5,1898,1965,"Hip","CompShg","AsbShng","AsbShng","None",0,3,3,"PConc",3,3,1,1,0,1,0,849,"GasA",3,0,"FuseA",1075,1063,0,2138,0,0,2,0,2,3,3,11,7,0,0,"Detchd",1,2,2,1,0,40,156,0,0,0,0,0,"MnPrv","None",0,"11","2009","WD","Normal",11.5711943730942,2,1,-1961
"811","1 story 1946+","RL",78,10140,1,"None",3,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1999,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,3,3,"CBlock",3,3,1,5,663,2,377,0,"GasA",2,1,"SBrkr",1309,0,0,1309,1,0,1,1,3,1,4,5,7,1,2,"Attchd",2,2,3,3,2,265,0,0,0,0,648,2,"GdPrv","None",0,"1","2006","WD","Normal",12.106252310248,2.5,1,-1998
"812","1 story PUD 1946+","RM",41,4438,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,4,3,"PConc",4,3,4,6,662,1,0,186,"GasA",5,1,"SBrkr",848,0,0,848,1,0,1,0,1,1,4,4,7,1,4,"Attchd",3,2,3,3,2,140,0,0,0,0,0,0,"None","None",0,"6","2008","ConLD","Normal",11.8810347865346,2,0,-2001
"813","1 story 1946+","C (all)",66,8712,0,"None",3,"Bnk","Inside",1,"IDOTRR","Norm","Norm","1Fam","1Story",5,5,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,3,3,1,0,1,0,540,"GasA",3,0,"FuseA",1044,0,0,1044,0,0,1,0,2,1,2,4,7,0,0,"Basment",1,2,3,3,0,0,0,0,0,0,0,0,"None","Shed",54,"6","2010","WD","Alloca",10.9329819619041,1,0,-1947
